model_name,total_round,Type 1,Type 2,Type 3,Type 4,SR,LR,,number_invalid_rounds,specific_types
local_model,25,13,0,7,5,20,48,,2,31
local_model,25,14,0,9,2,8,44,,3,113
local_model,25,14,3,4,4,16,32,,1,3
local_model,25,14,1,4,6,24,40,,3,131
