model_name,total_round,Type 1,Type 2,Type 3,Type 4,SR,LR,,number_invalid_rounds,specific_types
local_model,25,21,0,0,4,16,16,,5,11111
local_model,25,23,0,0,2,8,8,,4,1111
local_model,25,21,4,0,0,0,0,,2,11
local_model,25,22,1,0,2,8,8,,3,111
