model_name,total_round,Type 1,Type 2,Type 3,Type 4,SR,LR,,number_invalid_rounds,specific_types
web_paid_model,25,3,20,2,0,0,8,,2,31
web_paid_model,25,1,13,11,0,0,44,,1,3
web_paid_model,25,5,17,3,0,0,12,,3,111
web_paid_model,25,0,17,8,0,0,32,,0,N/A
